## normalized time series: GSE49650_cdc8_r1
## normalized with: 15D_rho0;clb1-6_r1, alphafactor_alphafactor_r2, dun1_dun1;cdc8;cdc20_r2, GSE49650_cdc20_r1, GSE49650_cdc20_r2, GSE49650_cdc8_r1, GSE49650_cdc8_r2, GSE49650_cse4_r1, GSE49650_cse4_r2, GSE49650_cdc8cdc20_r1, GSE49650_rad53_r1, GSE49650_rad53_r2, 15D_rho0_r1, clb1-6_CHX_r1, GSE96997_cdc14-3_r1, GSE96997_cdc15-2_r1, alphafactor_alphafactor_r1, dun1_dun1;cdc8;cdc20_r1, GSE32974_cdc28-4_37C_r1, GSE32974_cdc28-4_37C_r2, GSE32974_wild-type_37C_r1, GSE8799_WildType_r1, GSE8799_WildType_r2, GSE8799_CyclinMutant_r1, GSE8799_CyclinMutant_r2, cdc20_cdc20;nrm1_r1, 15D_rho0_r2, GSE75694_cdc28whi5stb1_elutr_r1, GSE75694_cdc28whi5stb1_elutr_r2, GSE75694_cdc28whi5stb1_r1, GSE75694_cdc28whi5stb1_r2, GSE75694_cdc16cdc28whi5stb1_r1, GSE75694_cdc16cdc28whi5stb1_r2, GSE75694_GAL-SIC1Δ3P_nrm1Δyhp1Δyox1Δ_r1, GSE75694_GAL-SIC1Δ3P_r1, GSE75694_GAL-SIC1Δ3P_r2
## algorithm: dChip 
## by: Gary Koplik (gary.koplik@geomdata.com) 
## executed by: Robert C. Moseley (robert.moseley@duke.edu)# on: 2020-11-23
## 
#### script: attach_gene_info.py version: 2020 11 06 09:17:58
## desc:     attach gene information to files.
## cmd:      attach_gene_info.py -data_path ../../../normalizations/dchip2_mass_norm/15D_alphafactor_dun1_GSE49650_15D_clb1-6_GSE96997_alphafactor_dun1_GSE32974_GSE8799_cdc20_15D_GSE75694_dchip_20201123_092934/GSE49650_cdc8_r1_dchip_20201123_092934_ts.tsv -data_col_id probe -map_id affy_yeast_2_35 -map_col_id probe
## params:   data_path: ../../../normalizations/dchip2_mass_norm/15D_alphafactor_dun1_GSE49650_15D_clb1-6_GSE96997_alphafactor_dun1_GSE32974_GSE8799_cdc20_15D_GSE75694_dchip_20201123_092934/GSE49650_cdc8_r1_dchip_20201123_092934_ts.tsv
##           data_col_id: probe
##           map_id: affy_yeast_2_35
##           map_col_id: probe
##           fill_blank: None
##           compound_key: None
##
## data: ../../../normalizations/dchip2_mass_norm/15D_alphafactor_dun1_GSE49650_15D_clb1-6_GSE96997_alphafactor_dun1_GSE32974_GSE8799_cdc20_15D_GSE75694_dchip_20201123_092934/GSE49650_cdc8_r1_dchip_20201123_092934_ts.tsv
## map: /Users/robertmoseley/Desktop/Haase_lab/mass_norm/scripts_notebooks/transcriptomics_process/annotate/map_files/Yeast_2.na35.annot.csv/Yeast_2.na35.annot.csv
## 
#
### script: clean_affy_yeast2.py version: 2020 11 06 09:54:17
# run on:   2020 11 23 11:01:08
# cmd:      clean_affy_yeast2.py -input_path ../../../normalizations/dchip2_mass_norm/15D_alphafactor_dun1_GSE49650_15D_clb1-6_GSE96997_alphafactor_dun1_GSE32974_GSE8799_cdc20_15D_GSE75694_dchip_20201123_092934/GSE49650_cdc8_r1_dchip_20201123_092934_ts_annot.tsv
# params:   input_path: ../../../normalizations/dchip2_mass_norm/15D_alphafactor_dun1_GSE49650_15D_clb1-6_GSE96997_alphafactor_dun1_GSE32974_GSE8799_cdc20_15D_GSE75694_dchip_20201123_092934/GSE49650_cdc8_r1_dchip_20201123_092934_ts_annot.tsv
#
# records: 5571
# uniq sgd_id: 5569
#
probe	sgd_id	sys_name	symbol	30	50	60	70	80	90	100	110	120	140	160	180	200	220	240	260
1769308_at	S000001717	YKR009C	FOX2	2278.93713230467	1527.4387865625	1425.3743159551	1380.98603316476	1340.11839944532	1411.04534594137	1390.89379977403	1426.73755406071	1462.11983396793	1627.46762168166	1651.51423776965	1674.5781122637	1710.92990746029	1611.79478017283	1566.68187101167	1434.0765060441
1769311_at	S000002316	YDL157C	YDL157C	2717.55063593504	4701.23019670522	5599.45743275816	6240.11778282802	6890.82678671266	7365.15512068731	7778.15818205894	7646.61733438943	7565.66044078325	6697.57163318488	6143.11886879096	5954.45362128974	6093.55548146998	6472.37818406026	6465.64428409205	6613.78739993027
1769312_at	S000000861	YER059W	PCL6	1413.48086875527	1142.67270224266	1081.79408413134	1066.80579415904	1036.76905325807	1052.85570601071	1107.25058144105	1168.99720696734	1236.79433775057	1309.56906217712	1298.20021331015	1331.1193989803	1439.80259889756	1286.97715162619	1179.14164090414	1211.70268483747
1769313_at	S000003027	YGL059W	PKP2	888.143681149755	444.76500895257	386.043096565508	364.025003488791	348.529439196845	391.946055864984	409.731455000229	475.016474296606	539.023988162098	583.044539861703	658.302245194672	651.048779282129	666.297140398776	696.657856101078	681.129764697013	691.795324121991
1769314_at	S000002889	YDR481C	PHO8	3056.56785941937	3468.91924404157	3154.36331612334	2941.1293476786	3129.22632696747	3346.32607448965	3623.31012715865	3891.86069534782	4345.35101046606	5012.99504817395	5175.16409159104	5284.01689734058	5465.62153626103	5216.89921214484	5391.74258370862	5479.72908296587
1769317_at	S000004581	YML113W	DAT1	525.542997077319	1062.76766981597	1230.54984265773	1302.21341931107	1012.18764032088	809.711323467658	813.319687903738	686.378843884541	483.186054409743	390.609136247454	352.05738822543	394.99432787948	377.990734928377	382.151134291683	433.282510279935	514.17235152708
1769319_at	S000001419	YIL157C	COA1	3842.32569435618	3222.8779704789	3016.90600755147	2984.27079741138	3080.44075290526	3164.73169476249	3368.96258559285	3392.02104595237	3676.05940256852	4008.67519835475	4621.69885173378	4283.72362860956	4009.35212890637	4225.9966485573	4136.30686585991	3622.27505625983
1769320_at	S000006207	YPR003C	YPR003C	692.578029931057	583.03504254407	535.893612836039	539.433060416642	532.055052860078	551.637551531327	535.102682628568	514.271651521685	546.668431006479	693.716925412023	755.790768153261	769.295266180627	830.412983433444	807.101365869974	873.265457911746	868.028833406403
1769321_at	S000005357	YNR074C	AIF1	1494.86949520166	1672.39263169039	1785.22447506505	1978.37045460354	1814.07804639516	1828.49430253635	1912.15443794172	1836.68573688914	1915.1292012631	2024.52775549577	1903.43083601856	1765.83316248523	1829.82640191585	1888.30958935792	1834.17244350668	1959.99204264193
1769323_at	S000001495	YKL012W	PRP40	2250.1793269995	1765.88373757163	1475.43093226279	1605.13965646014	1508.19904052958	1365.5753383881	1504.10483410183	1500.57012873176	1453.15220234954	1412.80395133856	1305.98291279338	1412.27063142481	1676.59417768446	1568.36434660984	1424.8258158388	1603.12193089349
1769324_at	S000003683	YJL147C	YJL147C	596.707569496666	614.263043097939	612.662839778747	574.129451635706	512.221906380332	546.843345958034	521.315596733346	533.221255177204	486.335993168642	511.322805924813	524.608115921896	495.251352325578	538.969126048147	505.704993757632	504.446136630885	503.998758642942
1769325_at	S000002375	YDL216C	RRI1	557.842607140554	368.462503544459	308.337070571751	289.457257107619	309.673034629515	294.113455070304	322.844116773813	374.703563351011	403.728600006548	444.806359527439	431.73505810708	453.397605003758	470.449940007076	488.026752164859	448.711101016808	468.87817832029
